brand,model,2G_bands,3G_bands,4G_bands,weight_g,SIM,display_size(inches),Pixel_height,Pixel_width,OS,CPU(core),internal_memory(GB),RAM(GB),primary_camera(MP),secondary_camera(MP),audio_jack,WIFI,bluetooth,GPS,radio,Battery(Mah),Aprox Price INR
BQ,Aquaris M5.5,Yes,Yes,Yes,162,Dual,5.5,1080,1920,Android,8,16,02-Mar,13,5,Yes,Yes,Yes,Yes,Yes,3620,24000
BQ,Aquaris M4.5,Yes,Yes,Yes,115,Dual,4.5,540,960,Android,4,8,1,8,5,Yes,Yes,Yes,Yes,Yes,2470,14400
BQ, Aquaris M10, N/A,No,No,470,No,10.1,800,1280,Android,4,16,2,5,2,Yes,Yes,Yes,Yes,Yes,7280,18400
Casio,G'zOne CA-201L,Yes,Yes,Yes,173.8,Micro,4,480,800,Android,2,16,1,8,1.3,Yes,Yes,Yes,Yes,No,1800,21600
Casio,G'zOne Commando,Yes,Yes,No,154,Mini,3.6,480,800,Android,1,1,1,5,0,Yes,Yes,Yes,Yes,No,1460,24000
Casio,G'zOne Ravine 2,Yes,Yes,No,138,Mini,2.2,240,320,No,1,1,256,3.15,0,No,No,Yes,Yes,No,1150,16800
Casio,G'zOne Ravine,Yes,Yes,No,131,Mini,2.2,240,320,No,1,1,192,3.15,0,No,No,Yes,Yes,No,1140,6080
Casio,G'zOne Brigade,Yes,Yes,No,170,Mini,2.9,400,240,No,1,1,192,3.15,0,No,No,Yes,Yes,No,1440,7680
Cat,S60,Yes,Yes,Yes,110,Single,4.7,720,1280,Android,8,32,3,13,5,Yes,Yes,Yes,Yes,Yes,3800,52000
Cat,S30,Yes,Yes,Yes,181,Nano,4.5,480,854,Android,4,8,1,5,2,Yes,Yes,Yes,Yes,Yes,3000,27200
Cat,S40,Yes,Yes,Yes,185,Nano,4.7,540,960,Android,4,16,1,8,2,Yes,Yes,Yes,Yes,Yes,3000,35200
Cat,B30,Yes,Yes,No,101,Dual,2,144,176,No,1,0,0,2,0,Yes,No,Yes,No,Yes,1000,11200
Cat,B15 Q,Yes,Yes,No,170,Dual,4,480,800,Android,4,4,1,5,1,Yes,Yes,Yes,Yes,Yes,145,25600
Cat,S50,Yes,Yes,Yes,185,Micro,4.7,720,1280,Android,1,8,2,8,1,Yes,Yes,Yes,Yes,Yes,2630,36800
Cat,B15,Yes,Yes,No,170,Dual,4,480,800,Android,2,4,1,5,1,Yes,Yes,Yes,Yes,Yes,145,20000
Cat,B100,Yes,Yes,No,136,Mini,2.2,240,320,No,1,1,64,3.15,0,Yes,No,Yes,Yes,Yes,1150,11200
Cat,B25,Yes,No,No,161,Dual,2,240,320,No,1,0,0,2,0,Yes,No,Yes,No,Yes,1300,11200
Celkon,A403,Yes,Yes,No,113,Dual,4,480,800,Android,1,4,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,1400,7466
Celkon,Campus Prime,Yes,Yes,No,119.2,Dual,4.5,480,854,Android,1,4,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,170,906
Celkon,Millennia Everest,Yes,Yes,No,110,Dual,5.5,480,854,Android,4,8,1,5,3.2,Yes,Yes,Yes,Yes,Yes,2500,13333
Celkon,Millennia Hero,Yes,Yes,No,113,Dual,4,480,800,Android,4,8,1,5,3.2,Yes,Yes,Yes,Yes,Yes,1700,9066
Celkon,Millennia Xplore,Yes,Yes,No,150,Dual,5,720,1280,Android,4,8,1,13,8,Yes,Yes,Yes,Yes,Yes,145,773
Celkon,Q455L,Yes,Yes,No,130,Dual,4.5,480,854,Android,4,8,1,8,3.15,Yes,Yes,Yes,Yes,Yes,1800,9600
Celkon,2GB Xpress,Yes,Yes,No,134,Dual,4.5,480,800,Android,4,16,2,5,1.3,Yes,Yes,Yes,Yes,Yes,160,853
Celkon,A35k Remote,Yes,Yes,No,102,Dual,3.5,320,480,Android,1,1,256,3.15,1,Yes,Yes,Yes,Yes,Yes,1400,7466
Celkon,Q3K Power,Yes,Yes,No,128,Dual,4,480,800,Android,4,8,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,3000,16000
Celkon,Q5K Power,Yes,Yes,No,169,Dual,5,480,854,Android,4,4,1,5,3.15,Yes,Yes,Yes,Yes,Yes,5000,26666
Celkon,Q452,Yes,Yes,No,129,Dual,4.5,480,800,Android,4,8,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,160,853
Celkon,A402,Yes,Yes,No,104,Dual,4,480,800,Android,1,4,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,145,773
Celkon,Q54+,Yes,Yes,No,150.6,Dual,5,480,854,Android,4,8,1,5,5,Yes,Yes,Yes,Yes,Yes,145,773
Celkon,Q519,Yes,Yes,No,169,Dual,5,480,854,Android,4,4,1,5,2,Yes,Yes,Yes,Yes,Yes,145,773
Celkon,Q450,Yes,Yes,No,147,Dual,4.5,480,800,Android,4,4,1,5,2,Yes,Yes,Yes,Yes,Yes,1800,9600
Celkon,Q405,Yes,Yes,No,137,Dual,4,480,800,Android,4,4,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,160,853
Celkon,A518,Yes,Yes,No,164,Dual,5,480,854,Android,1,4,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,145,773
Celkon,A407,Yes,Yes,No,105,Dual,4,480,800,Android,1,1,256,2,1.3,Yes,Yes,Yes,Yes,Yes,1400,7466
Celkon,A359,Yes,Yes,No,95.5,Dual,3.5,320,480,Android,1,1,256,2,0,Yes,Yes,Yes,Yes,Yes,120,640
Celkon,A355,Yes,Yes,No,97.5,Dual,3.5,320,480,Android,1,1,256,2,1,Yes,Yes,Yes,Yes,Yes,120,640
Celkon,Campus Buddy A404,Yes,Yes,No,131,Dual,4,480,800,Android,2,4,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,160,853
Celkon,Millennia OCTA510,Yes,Yes,No,136,Dual,5,720,1280,Android,8,8,1,8,3.15,Yes,Yes,Yes,Yes,Yes,145,773
Celkon,Win 400,Yes,Yes,No,110,Dual,4,480,800,Microsoft,4,4,1,5,1.3,Yes,Yes,Yes,Yes,Yes,160,853
Celkon,Campus Whizz Q42,Yes,Yes,No,122,Dual,4,480,800,Android,4,4,1,5,1.3,Yes,Yes,Yes,Yes,Yes,1400,6400
Celkon,Millennia Epic Q550,Yes,Yes,No,143.8,Dual,5.5,720,1280,Android,4,16,1,8,2,Yes,Yes,Yes,Yes,Yes,3500,18666
Celkon,Xion s CT695,Yes,Yes,No,250,Dual,6.95,600,1024,Android,2,8,1,5,1,Yes,Yes,Yes,Yes,Yes,2500,13333
Celkon,Campus Colt A401,Yes,Yes,No,110,Dual,4,480,800,Android,1,4,1,3.15,1,Yes,Yes,Yes,Yes,Yes,1400,7466
Celkon,Campus Crown Q40,Yes,Yes,No,109.3,Dual,4,480,800,Android,4,4,1,5,1,Yes,Yes,Yes,Yes,Yes,160,853
Celkon,Glory Q5,Yes,Yes,No,156,Dual,5,540,960,Android,4,8,1,5,1.3,Yes,Yes,Yes,Yes,Yes,1800,9600
Celkon,Campus One A354C,Yes,No,No,110,Dual,3.5,320,480,Android,1,1,1,2,1,Yes,Yes,Yes,No,Yes,120,640
Celkon,Campus Nova A352E,Yes,No,No,110,Dual,3.5,320,480,Android,1,1,1,2,0,Yes,Yes,Yes,No,Yes,1400,7466
Celkon,A43,Yes,Yes,No,110,Dual,4,480,800,Android,2,4,1,5,1.3,Yes,Yes,Yes,Yes,Yes,1400,6400
Celkon,A42,Yes,Yes,No,110,Dual,4,480,800,Android,2,4,1,5,1.3,Yes,Yes,Yes,Yes,Yes,1400,6400
Celkon,Q500 Millennium Ultra,Yes,Yes,No,149,Dual,5,720,1280,Android,4,16,2,8,2,Yes,Yes,Yes,Yes,Yes,2500,9600
Celkon,Q44,Yes,Yes,No,133.6,Dual,4,480,800,Android,4,8,1,5,2,Yes,Yes,Yes,Yes,Yes,160,853
Celkon,A500,Yes,Yes,No,147,Dual,5,480,854,Android,2,8,1,5,1,Yes,Yes,Yes,Yes,Yes,145,7200
Celkon,A21,Yes,Yes,No,115.3,Dual,4,320,480,Android,4,1,256,3.15,1.3,Yes,Yes,Yes,No,Yes,160,4800
Celkon,A115,Yes,Yes,No,164,Dual,5,480,854,Android,4,4,1,8,1.3,Yes,Yes,Yes,No,Yes,145,773
Celkon,Q455,Yes,Yes,No,130,Dual,4.5,540,960,Android,4,16,1,8,1.3,Yes,Yes,Yes,Yes,Yes,145,8000
Celkon,Q470,Yes,Yes,No,137,Dual,4.7,720,1280,Android,4,16,1,8,2,Yes,Yes,Yes,Yes,Yes,1800,9600
Celkon,Q3000,Yes,Yes,No,167,Dual,5,480,854,Android,4,4,1,8,1.3,Yes,Yes,Yes,Yes,Yes,3000,16000
Celkon,A35k,Yes,Yes,No,102,Dual,3.5,320,480,Android,1,1,256,3.15,1,Yes,Yes,Yes,No,Yes,1400,3200
Celkon,A125,Yes,Yes,No,110,Dual,4.5,960,854,Android,2,4,1,5,1.3,Yes,Yes,Yes,Yes,Yes,145,6400
Celkon,C7010,Yes,No,No,90.6,Dual,2.8,320,480,No,1,0,0,1.3,1,Yes,No,Yes,No,Yes,120,640
Celkon,C5055,Yes,No,No,90.6,Dual,2.8,240,320,No,1,0,0,1.3,1,Yes,No,Yes,No,Yes,1000,5333
Celkon,C9 Jumbo,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,145,773
Celkon,C7 Jumbo,Yes,No,No,110,Dual,|,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1000,5333
Celkon,C6 Star,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1100,5866
Celkon,C44 Duos,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,2200,11733
Celkon,C366,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1000,5333
Celkon,C619,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,1,0,Yes,No,Yes,No,Yes,1800,9600
Celkon,C51,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1000,5333
Celkon,C340,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,1,0,No,No,Yes,No,Yes,1000,5333
Celkon,C348+,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,1,0,No,No,Yes,No,Yes,1000,5333
Celkon,C349+,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,1,0,No,No,Yes,No,Yes,1000,5333
Celkon,C779,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1800,9600
Celkon,C66+,Yes,No,No,90,Dual,2.4,240,320,No,1,0,0,1,0,Yes,No,Yes,No,Yes,160,853
Celkon,C44+,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,145,773
Celkon,A64,Yes,No,No,110,Dual,4,320,480,Android,2,1,256,2,1,Yes,Yes,Yes,Yes,Yes,1400,7466
Celkon,A66,Yes,No,No,98,Dual,4.5,480,854,Android,2,4,1,3.15,1,Yes,Yes,Yes,Yes,Yes,145,773
Celkon,A9 Dual,Yes,No,No,116,Dual,3.5,320,480,Android,2,1,256,2,1,Yes,Yes,Yes,Yes,Yes,1350,7200
Celkon,A 107+,Yes,No,No,110,Dual,5,480,800,Android,2,4,1,8,1.3,Yes,Yes,Yes,No,Yes,2100,11200
Celkon,C4040,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1100,5866
Celkon,ARR35,Yes,No,No,110,Dual,3.5,320,480,No,1,0,0,2,0,Yes,No,Yes,No,Yes,120,640
Celkon,CT 7, N/A,No,No,110,No,7,480,800,Android,1,8,1,2,1,Yes,Yes,Yes,No,Yes,3000,16000
Celkon,CT-888,Yes,Yes,No,110,Yes,7,600,1024,Android,2,4,1,2,1,Yes,Yes,Yes,Yes,Yes,3500,18666
Celkon,C820,Yes,Yes,No,110,Dual,8,800,1280,Android,2,4,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,4000,21333
Celkon,C720,Yes,Yes,No,110,Yes,7,458,800,Android,2,4,1,3.15,1.3,Yes,Yes,Yes,Yes,Yes,3000,16000
Celkon,S1,Yes,Yes,No,137,Dual,5,1080,1920,Android,4,16,1,13,8,Yes,Yes,Yes,Yes,Yes,2300,12266
Celkon,A40,Yes,No,No,110,Dual,4,480,800,Android,2,4,1,5,0,Yes,Yes,Yes,Yes,Yes,160,853
Celkon,AR50,Yes,Yes,No,140,Dual,5,540,960,Android,2,4,1,5,1,Yes,Yes,Yes,No,Yes,145,4800
Celkon,AR40,Yes,Yes,No,110,Dual,4,480,800,Android,2,4,1,3.15,1,Yes,Yes,Yes,No,Yes,160,853
Celkon,AR45,Yes,Yes,No,110,Dual,4.5,960,854,Android,2,4,1,5,1.3,Yes,Yes,Yes,No,Yes,145,7200
Celkon,A15,Yes,No,No,110,Dual,3.5,320,480,Android,2,1,256,3.15,1,Yes,Yes,Yes,No,Yes,1400,4000
Celkon,C7045,Yes,No,No,110,Dual,3.5,320,480,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,120,2400
Celkon,C605,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,1,0,Yes,No,Yes,No,Yes,2200,800
Celkon,C399,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1800,1600
Celkon,C76,Yes,No,No,110,Dual,2.8,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1400,1600
Celkon,C64,Yes,No,No,110,Dual,2.6,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1400,1600
Celkon,C63,Yes,No,No,110,Dual,2.6,240,320,No,1,0,0,1,0,Yes,No,Yes,No,Yes,1400,1600
Celkon,Monalisa 5,Yes,Yes,No,120.5,Dual,4.5,540,960,Android,4,4,1,8,1,Yes,Yes,Yes,Yes,Yes,1800,9600
Celkon,A112,Yes,Yes,No,110,Dual,5,480,854,Android,2,4,1,8,1.3,Yes,Yes,Yes,No,No,145,7200
Celkon,A63,Yes,No,No,110,Dual,4,480,800,Android,2,1,256,3.15,1,Yes,Yes,Yes,No,No,160,4000
Celkon,A60,Yes,No,No,110,Dual,4.5,480,854,Android,2,1,256,3.15,1,Yes,Yes,Yes,No,No,1400,6400
Celkon,A20,Yes,Yes,No,110,Dual,4,480,800,Android,2,1,1,3.15,1,Yes,Yes,Yes,No,No,160,4800
Celkon,A10,Yes,Yes,No,110,Dual,3.5,320,400,Android,2,1,1,1.3,1,Yes,Yes,Yes,No,No,160,4000
Celkon,C5050 Star,Yes,No,No,110,Dual,2.8,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1000,5333
Celkon,C7030,Yes,No,No,95,Dual,3.2,320,480,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,120,640
Celkon,A105,Yes,No,No,110,Dual,5,480,800,Android,2,1,1,5,1,Yes,Yes,Yes,No,Yes,2100,11200
Celkon,C349i,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,1,0,No,No,Yes,No,Yes,900,800
Celkon,C297,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Celkon,C69,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1,0,No,No,Yes,No,Yes,170,906
Celkon,C67+,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1,0,No,No,Yes,No,Yes,160,853
Celkon,C74,Yes,No,No,110,Dual,2.8,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1100,5866
Celkon,CT-910+,Yes,Yes,No,180,Yes,7,600,1024,Android,2,0,0,2,1,Yes,Yes,Yes,Yes,Yes,3500,18666
Celkon,A118,Yes,Yes,No,110,Dual,5,720,1280,Android,4,4,1,8,3,Yes,Yes,Yes,Yes,Yes,145,773
Celkon,A107,Yes,No,No,110,Dual,5,480,800,Android,2,1,1,8,1.3,Yes,Yes,Yes,No,Yes,2100,11200
Celkon,A9+,Yes,No,No,110,Dual,3.5,320,480,Android,1,1,256,2,1,Yes,Yes,Yes,No,Yes,1350,7200
Celkon,A119Q Signature HD,Yes,Yes,No,177,Dual,5,720,1280,Android,4,4,1,12,3,Yes,Yes,Yes,Yes,Yes,2100,11200
Celkon,A119 Signature HD,Yes,Yes,No,177,Dual,5,720,1280,Android,2,4,1,12,3,Yes,Yes,Yes,Yes,Yes,2100,16000
Celkon,CT-910,Yes,Yes,No,110,Mini,7,480,800,Android,1,4,1,2,1,Yes,Yes,Yes,Yes,No,3500,18666
Celkon,A87,Yes,No,No,110,Dual,4,480,800,Android,1,1,1,5,1,Yes,Yes,Yes,No,Yes,115,5600
Celkon,A86,Yes,No,No,110,Dual,3.5,320,480,Android,1,1,1,3.15,0,Yes,Yes,Yes,No,Yes,1400,7466
Celkon,A69,Yes,No,No,110,Dual,4,480,800,Android,1,1,1,5,1,Yes,Yes,Yes,No,Yes,160,853
Celkon,A67,Yes,Yes,No,110,Dual,3.2,320,480,Android,2,1,1,2,1,Yes,Yes,Yes,No,Yes,1350,7200
Celkon,A98,Yes,Yes,No,110,Dual,4,480,800,Android,1,0,0,3.15,1,Yes,Yes,Yes,No,Yes,1800,9600
Celkon,A225,Yes,Yes,No,110,Dual,4.7,480,854,Android,2,0,0,8,1,No,Yes,Yes,Yes,Yes,2100,11200
Celkon,C7050,Yes,No,No,110,Dual,4,320,480,No,1,0,0,2,0,Yes,Yes,Yes,No,Yes,120,3200
Celkon,C7070,Yes,No,No,110,Dual,3.5,320,480,No,1,0,0,2,0,Yes,Yes,Yes,No,Yes,120,3200
Celkon,C44 Star,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1800,1600
Celkon,C54,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,160,2400
Celkon,GC10,Yes,No,No,110,Dual,2.6,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1000,3200
Celkon,C3333,Yes,No,No,110,Dual,2.6,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,3000,2400
Celkon,C356,Yes,No,No,110,Dual,1.8,176,220,No,1,0,0,1,0,No,No,Yes,No,Yes,1100,800
Celkon,C355,Yes,No,No,110,Dual,1.77,128,160,No,1,0,0,1,0,No,No,Yes,No,No,1100,800
Celkon,A75,Yes,No,No,110,Dual,3.5,320,480,Android,1,0,0,2,0,No,Yes,Yes,No,Yes,1400,7466
Celkon,A59,Yes,No,No,110,Dual,4,320,480,Android,1,0,0,2,1,No,Yes,Yes,No,Yes,1400,7466
Celkon,A220,Yes,Yes,No,110,Dual,4.63,480,853,Android,1,0,0,5,1,No,Yes,Yes,Yes,Yes,145,9600
Celkon,A27,Yes,Yes,No,110,Dual,4.63,480,853,Android,1,0,0,8,1,No,Yes,Yes,Yes,Yes,1800,10400
Celkon,A79,Yes,Yes,No,98,Dual,3.5,320,420,Android,2,0,0,3.15,0,Yes,Yes,Yes,Yes,Yes,1300,5600
Celkon,A83,Yes,No,No,103,Dual,3.2,320,420,Android,1,0,0,2,1,Yes,Yes,Yes,No,Yes,115,4000
Celkon,A77,Yes,No,No,104,Dual,3.5,320,420,Android,1,0,0,2,1,Yes,Yes,Yes,No,Yes,1300,4000
Celkon,CT 9, N/A,No,No,450,No,9,480,800,Android,1,0,0,1,0,Yes,Yes,Yes,No,No,5000,8000
Celkon,A200,Yes,Yes,No,147,Dual,4.3,480,800,Android,2,0,0,5,1,Yes,Yes,Yes,Yes,Yes,160,9600
Celkon,C19,Yes,No,No,85,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1400,7466
Celkon,A900,Yes,Yes,No,185,Dual,5,480,800,Android,1,0,0,5,1,Yes,Yes,Yes,Yes,Yes,145,9600
Celkon,A85,Yes,No,No,125,Dual,3.5,320,480,Android,1,1,256,3.15,1,Yes,Yes,Yes,No,Yes,120,4800
Celkon,A22,Yes,Yes,No,145,Dual,4.5,540,960,Android,2,0,0,8,1,Yes,Yes,Yes,Yes,Yes,145,10400
Celkon,CT 2,Yes,No,No,110,Mini,7,480,800,Android,1,0,0,1,0,Yes,Yes,Yes,Yes,No,3000,8000
Celkon,C52,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1000,2400
Celkon,C9 Star,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1800,1600
Celkon,A89,Yes,Yes,No,110,Dual,3.5,100,11,Android,1,0,0,3.15,1,Yes,Yes,Yes,Yes,Yes,1400,5600
Celkon,CT 1, N/A,No,No,110,No,7,480,800,Android,1,0,0,2,1,Yes,Yes,No,Yes,No,3000,16000
Celkon,C24,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1800,10400
Celkon,C3000,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,No,No,Yes,No,Yes,3000,16000
Celkon,A97i,Yes,Yes,No,139,Dual,4,480,800,Android,1,0,0,8,1,Yes,Yes,Yes,Yes,Yes,160,8000
Celkon,A19,Yes,Yes,No,110,Dual,4,480,800,Android,1,0,0,5,1,Yes,Yes,Yes,Yes,Yes,1400,10400
Celkon,C607,Yes,No,No,70,Dual,1.8,128,160,No,1,0,0,1,0,No,No,Yes,No,Yes,1800,9600
Celkon,C262,Yes,No,No,90,Dual,2.6,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,160,853
Celkon,C360,Yes,No,No,110,Dual,2.6,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,160,853
Celkon,C359,Yes,No,No,110,Dual,1.8,176,220,No,1,0,0,1,0,No,No,Yes,No,Yes,950,5066
Celkon,C350,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Celkon,A97,Yes,Yes,No,130,Dual,4,480,800,Android,1,0,0,5,1,Yes,Yes,Yes,Yes,Yes,160,8800
Celkon,A95,Yes,Yes,No,104,Dual,3.2,320,480,Android,1,0,0,3.2,1,Yes,Yes,Yes,Yes,Yes,1400,5600
Celkon,A90,Yes,Yes,No,128,Dual,4,480,800,Android,1,0,0,5,1,Yes,Yes,Yes,Yes,Yes,1420,7573
Celkon,A99+,Yes,Yes,No,110,Dual,4.3,540,960,Android,1,0,0,8,1,Yes,Yes,Yes,Yes,Yes,1300,6933
Celkon,C770N,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,2,0,Yes,No,Yes,No,Yes,160,853
Celkon,C705,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1800,9600
Celkon,C606,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,145,773
Celkon,C570,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1000,5333
Celkon,C504,Yes,No,No,110,Dual,2.6,240,320,No,1,0,0,2,0,No,No,Yes,No,Yes,1400,7466
Celkon,C206,Yes,No,No,110,Dual,1.8,176,220,No,1,0,0,1,0,No,No,Yes,No,Yes,160,853
Celkon,C203,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,1.3,0,No,No,Yes,No,Yes,160,853
Celkon,C17,Yes,No,No,110,Dual,2.4,240,320,No,1,0,0,1,0,No,No,Yes,No,Yes,1000,5333
Celkon,C75,Yes,No,No,110,Dual,3.2,320,480,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,120,640
Celkon,i4,Yes,No,No,110,Dual,3.5,320,480,No,1,0,0,3,0,Yes,No,Yes,No,Yes,120,640
Celkon,A7,Yes,No,No,110,Dual,3.2,240,400,No,1,0,0,2,0,Yes,No,Yes,No,Yes,115,613
Celkon,A88,Yes,Yes,No,110,Dual,3.5,320,480,Android,1,0,0,3.15,1,Yes,Yes,Yes,Yes,Yes,115,613
Celkon,C770 Dj,Yes,Yes,No,110,Dual,2.4,240,320,No,1,0,0,2,0,Yes,No,Yes,No,Yes,1350,7200
Celkon,C769,Yes,Yes,No,110,Dual,2.6,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,115,613
Celkon,C349,Yes,No,No,110,Dual,1.8,176,220,No,1,0,0,1.3,0,No,No,No,No,Yes,1000,5333
Celkon,C337,Yes,No,No,110,Dual,2,176,220,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Celkon,C260,Yes,No,No,110,Dual,2.6,240,320,No,1,0,0,1.3,0,No,No,Yes,No,Yes,160,853
Celkon,C70,Yes,No,No,110,Dual,2.2,176,220,No,1,0,0,1.3,0,No,No,Yes,No,Yes,800,4266
Celkon,C55,Yes,No,No,126,Dual,2.2,176,220,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Celkon,A9,Yes,No,No,110,Dual,3.5,480,800,No,1,0,0,3.15,0,Yes,No,Yes,No,Yes,115,613
Celkon,A99,Yes,Yes,No,120,Dual,4,320,480,Android,1,0,0,3.15,1,Yes,Yes,Yes,Yes,Yes,120,640
Celkon,C3030,Yes,No,No,152,Dual,2.6,240,320,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,3000,16000
Celkon,C90,Yes,No,No,86,Dual,2.4,240,320,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1000,2400
Celkon,C909,Yes,No,No,78,Dual,2.4,240,320,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Celkon,C60,Yes,No,No,74,Dual,2,176,220,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Celkon,C305,Yes,No,No,73,Dual,1.8,186,220,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,850,4533
Celkon,C220,Yes,No,No,96,Dual,2.2,240,320,No,1,0,0,1.3,0,No,No,Yes,No,Yes,160,853
Celkon,C303,Yes,No,No,78,Dual,2,176,220,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1000,5333
Celkon,C201,Yes,No,No,87,Dual,1.8,128,160,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Celkon,C202,Yes,No,No,103,Dual,2.2,176,220,No,1,0,0,2,0,No,No,Yes,No,Yes,1000,5333
Celkon,C404,Yes,No,No,120,Dual,2.4,240,320,No,1,0,0,1.3,0,No,No,Yes,No,Yes,145,773
Celkon,C5050,Yes,No,No,89,Dual,2.8,240,320,No,1,0,0,2,0,Yes,No,Yes,No,Yes,1000,3200
Celkon,C227,Yes,No,No,107,Dual,2.8,240,400,No,1,0,0,3.15,0,Yes,No,Yes,No,Yes,1000,4000
Celkon,i9,Yes,No,No,81,Dual,2.4,176,220,No,1,0,0,1,0,Yes,No,Yes,No,Yes,1000,5333
Celkon,C2010,Yes,No,No,146,Dual,2.8,240,320,No,1,0,0,2,0,Yes,No,Yes,No,Yes,145,773
Celkon,C207,Yes,No,No,87,Dual,1.8,176,220,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1000,5333
Celkon,A1,Yes,No,No,127,Dual,3.2,240,400,Android,1,0,0,3.15,0,Yes,Yes,Yes,Yes,Yes,1000,5333
Celkon,C609,Yes,No,No,98,Dual,2,176,220,No,1,0,0,1.3,0,Yes,No,Yes,No,Yes,1800,9600
Celkon,C102,Yes,No,No,78,Dual,1.8,128,160,No,1,0,0,0,0,No,No,No,No,Yes,1000,5333
